premise,hypothesis,label
Two soldiers are taking refuge behind some guard rails.,The refuge is an area .,entailment
Two soldiers are taking refuge behind some guard rails.,The refuge is to sue .,contradiction
Two soldiers are taking refuge behind some guard rails.,Consumers have the refuge .,neutral
Two soldiers are taking refuge behind some guard rails.,The refuge is a shelter .,neutral
Two soldiers are taking refuge behind some guard rails.,The refuge is destroyed .,neutral
"A child standing on a chair to shove his face into a fire by a candle, his negligent father watches on in bemusement.",The bemusement piques .,neutral
"A child standing on a chair to shove his face into a fire by a candle, his negligent father watches on in bemusement.",The bemusement is a confusion .,neutral
"A child standing on a chair to shove his face into a fire by a candle, his negligent father watches on in bemusement.",A person is the victim of the bemusement .,neutral
"A child standing on a chair to shove his face into a fire by a candle, his negligent father watches on in bemusement.",A sense turns to the bemusement .,contradiction
"A child standing on a chair to shove his face into a fire by a candle, his negligent father watches on in bemusement.",A message reflects the bemusement .,contradiction
"A child standing on a chair to shove his face into a fire by a candle, his negligent father watches on in bemusement.",A rider reacts with the bemusement .,contradiction
Bicycle sportsman leaps bike in the air on a camping trail.,The sportsman is an athlete .,entailment
Bicycle sportsman leaps bike in the air on a camping trail.,The sportsman plunges to a death .,neutral
Bicycle sportsman leaps bike in the air on a camping trail.,The sportsman is a kuwaiti tennis player .,neutral
Bicycle sportsman leaps bike in the air on a camping trail.,The sportsman is tested .,neutral
Bicycle sportsman leaps bike in the air on a camping trail.,The sportsman goes to a ground .,contradiction
Bicycle sportsman leaps bike in the air on a camping trail.,The sportsman faces a ban .,neutral
A man squatted on a rooftop cleans the rain gutters with a hose.,The gutters are a hand tool .,contradiction
A man squatted on a rooftop cleans the rain gutters with a hose.,A person wishes the gutters .,contradiction
A man squatted on a rooftop cleans the rain gutters with a hose.,The gutters hit a section .,contradiction
A man squatted on a rooftop cleans the rain gutters with a hose.,A man lays in the gutters .,neutral
A man squatted on a rooftop cleans the rain gutters with a hose.,A person is found on the gutters .,neutral
A man squatted on a rooftop cleans the rain gutters with a hose.,The gutters are a channel .,neutral
A man squatted on a rooftop cleans the rain gutters with a hose.,A person is dragged through the gutters .,neutral
A woman with a red and orange apron makes paper-mache orbs while her friend leans into the frame.,Companies pay by the orbs .,contradiction
A woman with a red and orange apron makes paper-mache orbs while her friend leans into the frame.,The orbs are intercepted by a helicopter .,contradiction
A woman with a red and orange apron makes paper-mache orbs while her friend leans into the frame.,An evidence puts the orbs .,contradiction
A woman with a red and orange apron makes paper-mache orbs while her friend leans into the frame.,The orbs get hammer .,contradiction
A woman with a red and orange apron makes paper-mache orbs while her friend leans into the frame.,The orbs are a capsule .,neutral
A woman with a red and orange apron makes paper-mache orbs while her friend leans into the frame.,The orbs are a hassle to a sweep .,contradiction
A woman walking down the street is carrying a knight in shining armor.,A son is accepted as the knight .,neutral
A woman walking down the street is carrying a knight in shining armor.,The knight is a chessman .,contradiction
A woman walking down the street is carrying a knight in shining armor.,The knight is destroyed .,neutral
A woman walking down the street is carrying a knight in shining armor.,A person shoots the knight .,neutral
A woman walking down the street is carrying a knight in shining armor.,The knight strikes at one .,contradiction
A woman walking down the street is carrying a knight in shining armor.,The knight helps a person .,neutral
A woman walking down the street is carrying a knight in shining armor.,The knight is a male aristocrat .,neutral
"In a gym setting, two men, one airborne and the other kicking, are performing martial arts moves opposite each other while two other men in the background are observing and applauding.",The kicking is cleared .,contradiction
